TA_YM,행정동_코드,행정동_코드_명,서비스_업종_코드,세분류,카테고리,기준_년분기_코드,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
2024-06-01,11200570,행당2동,CS300008,식품소매,식품/가공소매업,20242,2,2,0,0,50,1,0
2024-04-01,11200570,행당2동,CS300009,식품소매,식품/가공소매업,20242,7,7,0,0,0,0,0
2024-05-01,11200570,행당2동,CS300009,식품소매,식품/가공소매업,20242,7,7,0,0,0,0,0
2024-06-01,11200570,행당2동,CS300009,식품소매,식품/가공소매업,20242,7,7,0,0,0,0,0
2024-04-01,11200570,행당2동,CS300010,가공식품/반찬,식품/가공소매업,20242,10,11,0,0,0,0,1
2024-05-01,11200570,행당2동,CS300010,가공식품/반찬,식품/가공소매업,20242,10,11,0,0,0,0,1
2024-06-01,11200570,행당2동,CS300010,가공식품/반찬,식품/가공소매업,20242,10,11,0,0,0,0,1
2024-04-01,11200580,응봉동,CS100001,한식,음식업,20242,9,9,0,0,0,0,0
2024-05-01,11200580,응봉동,CS100001,한식,음식업,20242,9,9,0,0,0,0,0
2024-06-01,11200580,응봉동,CS100001,한식,음식업,20242,9,9,0,0,0,0,0
2024-04-01,11200580,응봉동,CS100002,중식,음식업,20242,1,1,0,0,0,0,0
2024-05-01,11200580,응봉동,CS100002,중식,음식업,20242,1,1,0,0,0,0,0
2024-06-01,11200580,응봉동,CS100002,중식,음식업,20242,1,1,0,0,0,0,0
2024-04-01,11200580,응봉동,CS100004,양식,음식업,20242,3,3,0,0,0,0,0
2024-05-01,11200580,응봉동,CS100004,양식,음식업,20242,3,3,0,0,0,0,0
2024-06-01,11200580,응봉동,CS100004,양식,음식업,20242,3,3,0,0,0,0,0
2024-04-01,11200580,응봉동,CS100005,제과점,음료/디저트업,20242,2,3,0,0,0,0,1
2024-05-01,11200580,응봉동,CS100005,제과점,음료/디저트업,20242,2,3,0,0,0,0,1
2024-06-01,11200580,응봉동,CS100005,제과점,음료/디저트업,20242,2,3,0,0,0,0,1
2024-04-01,11200580,응봉동,CS100006,페스트푸드/분식류,음식업,20242,0,1,0,0,0,0,1
2024-05-01,11200580,응봉동,CS100006,페스트푸드/분식류,음식업,20242,0,1,0,0,0,0,1
2024-06-01,11200580,응봉동,CS100006,페스트푸드/분식류,음식업,20242,0,1,0,0,0,0,1
2024-04-01,11200580,응봉동,CS100007,치킨전문점,음식업,20242,1,6,0,0,0,0,5
2024-05-01,11200580,응봉동,CS100007,치킨전문점,음식업,20242,1,6,0,0,0,0,5
2024-06-01,11200580,응봉동,CS100007,치킨전문점,음식업,20242,1,6,0,0,0,0,5
2024-04-01,11200580,응봉동,CS100008,페스트푸드/분식류,음식업,20242,5,5,0,0,0,0,0
2024-05-01,11200580,응봉동,CS100008,페스트푸드/분식류,음식업,20242,5,5,0,0,0,0,0
2024-06-01,11200580,응봉동,CS100008,페스트푸드/분식류,음식업,20242,5,5,0,0,0,0,0
2024-04-01,11200580,응봉동,CS100009,호프-간이주점,주점업,20242,1,2,50,1,0,0,1
2024-05-01,11200580,응봉동,CS100009,호프-간이주점,주점업,20242,1,2,50,1,0,0,1
2024-06-01,11200580,응봉동,CS100009,호프-간이주점,주점업,20242,1,2,50,1,0,0,1
2024-04-01,11200580,응봉동,CS100010,커피전문점,음료/디저트업,20242,7,9,11,1,11,1,2
2024-05-01,11200580,응봉동,CS100010,커피전문점,음료/디저트업,20242,7,9,11,1,11,1,2
2024-06-01,11200580,응봉동,CS100010,커피전문점,음료/디저트업,20242,7,9,11,1,11,1,2
2024-04-01,11200580,응봉동,CS300001,식품소매,식품/가공소매업,20242,11,14,14,2,0,0,3
2024-05-01,11200580,응봉동,CS300001,식품소매,식품/가공소매업,20242,11,14,14,2,0,0,3
2024-06-01,11200580,응봉동,CS300001,식품소매,식품/가공소매업,20242,11,14,14,2,0,0,3
2024-04-01,11200580,응봉동,CS300006,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-05-01,11200580,응봉동,CS300006,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-06-01,11200580,응봉동,CS300006,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-04-01,11200580,응봉동,CS300007,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-05-01,11200580,응봉동,CS300007,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-06-01,11200580,응봉동,CS300007,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-04-01,11200580,응봉동,CS300008,식품소매,식품/가공소매업,20242,1,1,0,0,0,0,0
2024-05-01,11200580,응봉동,CS300008,식품소매,식품/가공소매업,20242,1,1,0,0,0,0,0
2024-06-01,11200580,응봉동,CS300008,식품소매,식품/가공소매업,20242,1,1,0,0,0,0,0
2024-04-01,11200580,응봉동,CS300009,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-05-01,11200580,응봉동,CS300009,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-06-01,11200580,응봉동,CS300009,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-04-01,11200580,응봉동,CS300010,가공식품/반찬,식품/가공소매업,20242,6,6,0,0,0,0,0
2024-05-01,11200580,응봉동,CS300010,가공식품/반찬,식품/가공소매업,20242,6,6,0,0,0,0,0
2024-06-01,11200580,응봉동,CS300010,가공식품/반찬,식품/가공소매업,20242,6,6,0,0,0,0,0
2024-04-01,11200590,금호1가동,CS100001,한식,음식업,20242,22,27,7,2,4,1,5
2024-05-01,11200590,금호1가동,CS100001,한식,음식업,20242,22,27,7,2,4,1,5
2024-06-01,11200590,금호1가동,CS100001,한식,음식업,20242,22,27,7,2,4,1,5
2024-04-01,11200590,금호1가동,CS100002,중식,음식업,20242,1,3,0,0,0,0,2
2024-05-01,11200590,금호1가동,CS100002,중식,음식업,20242,1,3,0,0,0,0,2
2024-06-01,11200590,금호1가동,CS100002,중식,음식업,20242,1,3,0,0,0,0,2
2024-04-01,11200590,금호1가동,CS100003,일식,음식업,20242,3,3,0,0,33,1,0
2024-05-01,11200590,금호1가동,CS100003,일식,음식업,20242,3,3,0,0,33,1,0
2024-06-01,11200590,금호1가동,CS100003,일식,음식업,20242,3,3,0,0,33,1,0
2024-04-01,11200590,금호1가동,CS100004,양식,음식업,20242,6,6,0,0,0,0,0
2024-05-01,11200590,금호1가동,CS100004,양식,음식업,20242,6,6,0,0,0,0,0
2024-06-01,11200590,금호1가동,CS100004,양식,음식업,20242,6,6,0,0,0,0,0
2024-04-01,11200590,금호1가동,CS100005,제과점,음료/디저트업,20242,2,4,25,1,0,0,2
2024-05-01,11200590,금호1가동,CS100005,제과점,음료/디저트업,20242,2,4,25,1,0,0,2
2024-06-01,11200590,금호1가동,CS100005,제과점,음료/디저트업,20242,2,4,25,1,0,0,2
2024-04-01,11200590,금호1가동,CS100006,페스트푸드/분식류,음식업,20242,2,6,0,0,0,0,4
2024-05-01,11200590,금호1가동,CS100006,페스트푸드/분식류,음식업,20242,2,6,0,0,0,0,4
2024-06-01,11200590,금호1가동,CS100006,페스트푸드/분식류,음식업,20242,2,6,0,0,0,0,4
2024-04-01,11200590,금호1가동,CS100007,치킨전문점,음식업,20242,3,6,17,1,17,1,3
2024-05-01,11200590,금호1가동,CS100007,치킨전문점,음식업,20242,3,6,17,1,17,1,3
2024-06-01,11200590,금호1가동,CS100007,치킨전문점,음식업,20242,3,6,17,1,17,1,3
2024-04-01,11200590,금호1가동,CS100008,페스트푸드/분식류,음식업,20242,7,9,0,0,22,2,2
2024-05-01,11200590,금호1가동,CS100008,페스트푸드/분식류,음식업,20242,7,9,0,0,22,2,2
2024-06-01,11200590,금호1가동,CS100008,페스트푸드/분식류,음식업,20242,7,9,0,0,22,2,2
2024-04-01,11200590,금호1가동,CS100009,호프-간이주점,주점업,20242,8,8,13,1,0,0,0
2024-05-01,11200590,금호1가동,CS100009,호프-간이주점,주점업,20242,8,8,13,1,0,0,0
2024-06-01,11200590,금호1가동,CS100009,호프-간이주점,주점업,20242,8,8,13,1,0,0,0
2024-04-01,11200590,금호1가동,CS100010,커피전문점,음료/디저트업,20242,13,17,0,0,0,0,4
2024-05-01,11200590,금호1가동,CS100010,커피전문점,음료/디저트업,20242,13,17,0,0,0,0,4
2024-06-01,11200590,금호1가동,CS100010,커피전문점,음료/디저트업,20242,13,17,0,0,0,0,4
2024-04-01,11200590,금호1가동,CS300001,식품소매,식품/가공소매업,20242,10,12,0,0,0,0,2
2024-05-01,11200590,금호1가동,CS300001,식품소매,식품/가공소매업,20242,10,12,0,0,0,0,2
2024-06-01,11200590,금호1가동,CS300001,식품소매,식품/가공소매업,20242,10,12,0,0,0,0,2
2024-04-01,11200590,금호1가동,CS300006,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-05-01,11200590,금호1가동,CS300006,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-06-01,11200590,금호1가동,CS300006,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-04-01,11200590,금호1가동,CS300007,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-05-01,11200590,금호1가동,CS300007,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-06-01,11200590,금호1가동,CS300007,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-04-01,11200590,금호1가동,CS300008,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-05-01,11200590,금호1가동,CS300008,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-06-01,11200590,금호1가동,CS300008,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-04-01,11200590,금호1가동,CS300009,식품소매,식품/가공소매업,20242,7,7,0,0,0,0,0
2024-05-01,11200590,금호1가동,CS300009,식품소매,식품/가공소매업,20242,7,7,0,0,0,0,0
2024-06-01,11200590,금호1가동,CS300009,식품소매,식품/가공소매업,20242,7,7,0,0,0,0,0
2024-04-01,11200590,금호1가동,CS300010,가공식품/반찬,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-05-01,11200590,금호1가동,CS300010,가공식품/반찬,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-06-01,11200590,금호1가동,CS300010,가공식품/반찬,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-04-01,11200615,금호2·3가동,CS100001,한식,음식업,20242,103,115,2,2,2,2,12
2024-05-01,11200615,금호2·3가동,CS100001,한식,음식업,20242,103,115,2,2,2,2,12
2024-06-01,11200615,금호2·3가동,CS100001,한식,음식업,20242,103,115,2,2,2,2,12
2024-04-01,11200615,금호2·3가동,CS100002,중식,음식업,20242,5,6,0,0,17,1,1
2024-05-01,11200615,금호2·3가동,CS100002,중식,음식업,20242,5,6,0,0,17,1,1
2024-06-01,11200615,금호2·3가동,CS100002,중식,음식업,20242,5,6,0,0,17,1,1
2024-04-01,11200615,금호2·3가동,CS100003,일식,음식업,20242,6,7,14,1,0,0,1
2024-05-01,11200615,금호2·3가동,CS100003,일식,음식업,20242,6,7,14,1,0,0,1
2024-06-01,11200615,금호2·3가동,CS100003,일식,음식업,20242,6,7,14,1,0,0,1
2024-04-01,11200615,금호2·3가동,CS100004,양식,음식업,20242,17,18,17,3,6,1,1
2024-05-01,11200615,금호2·3가동,CS100004,양식,음식업,20242,17,18,17,3,6,1,1
2024-06-01,11200615,금호2·3가동,CS100004,양식,음식업,20242,17,18,17,3,6,1,1
2024-04-01,11200615,금호2·3가동,CS100005,제과점,음료/디저트업,20242,7,10,10,1,10,1,3
2024-05-01,11200615,금호2·3가동,CS100005,제과점,음료/디저트업,20242,7,10,10,1,10,1,3
2024-06-01,11200615,금호2·3가동,CS100005,제과점,음료/디저트업,20242,7,10,10,1,10,1,3
2024-04-01,11200615,금호2·3가동,CS100006,페스트푸드/분식류,음식업,20242,2,12,0,0,0,0,10
2024-05-01,11200615,금호2·3가동,CS100006,페스트푸드/분식류,음식업,20242,2,12,0,0,0,0,10
2024-06-01,11200615,금호2·3가동,CS100006,페스트푸드/분식류,음식업,20242,2,12,0,0,0,0,10
2024-04-01,11200615,금호2·3가동,CS100007,치킨전문점,음식업,20242,9,18,0,0,6,1,9
2024-05-01,11200615,금호2·3가동,CS100007,치킨전문점,음식업,20242,9,18,0,0,6,1,9
2024-06-01,11200615,금호2·3가동,CS100007,치킨전문점,음식업,20242,9,18,0,0,6,1,9
2024-04-01,11200615,금호2·3가동,CS100008,페스트푸드/분식류,음식업,20242,19,23,0,0,0,0,4
2024-05-01,11200615,금호2·3가동,CS100008,페스트푸드/분식류,음식업,20242,19,23,0,0,0,0,4
2024-06-01,11200615,금호2·3가동,CS100008,페스트푸드/분식류,음식업,20242,19,23,0,0,0,0,4
2024-04-01,11200615,금호2·3가동,CS100009,호프-간이주점,주점업,20242,29,30,0,0,0,0,1
2024-05-01,11200615,금호2·3가동,CS100009,호프-간이주점,주점업,20242,29,30,0,0,0,0,1
2024-06-01,11200615,금호2·3가동,CS100009,호프-간이주점,주점업,20242,29,30,0,0,0,0,1
2024-04-01,11200615,금호2·3가동,CS100010,커피전문점,음료/디저트업,20242,27,34,6,2,0,0,7
2024-05-01,11200615,금호2·3가동,CS100010,커피전문점,음료/디저트업,20242,27,34,6,2,0,0,7
2024-06-01,11200615,금호2·3가동,CS100010,커피전문점,음료/디저트업,20242,27,34,6,2,0,0,7
2024-04-01,11200615,금호2·3가동,CS300001,식품소매,식품/가공소매업,20242,17,23,4,1,0,0,6
2024-05-01,11200615,금호2·3가동,CS300001,식품소매,식품/가공소매업,20242,17,23,4,1,0,0,6
2024-06-01,11200615,금호2·3가동,CS300001,식품소매,식품/가공소매업,20242,17,23,4,1,0,0,6
2024-04-01,11200615,금호2·3가동,CS300006,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-05-01,11200615,금호2·3가동,CS300006,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-06-01,11200615,금호2·3가동,CS300006,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-04-01,11200615,금호2·3가동,CS300007,식품소매,식품/가공소매업,20242,15,15,0,0,0,0,0
2024-05-01,11200615,금호2·3가동,CS300007,식품소매,식품/가공소매업,20242,15,15,0,0,0,0,0
2024-06-01,11200615,금호2·3가동,CS300007,식품소매,식품/가공소매업,20242,15,15,0,0,0,0,0
2024-04-01,11200615,금호2·3가동,CS300008,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-05-01,11200615,금호2·3가동,CS300008,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-06-01,11200615,금호2·3가동,CS300008,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-04-01,11200615,금호2·3가동,CS300009,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-05-01,11200615,금호2·3가동,CS300009,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-06-01,11200615,금호2·3가동,CS300009,식품소매,식품/가공소매업,20242,5,5,0,0,0,0,0
2024-04-01,11200615,금호2·3가동,CS300010,가공식품/반찬,식품/가공소매업,20242,12,13,8,1,0,0,1
2024-05-01,11200615,금호2·3가동,CS300010,가공식품/반찬,식품/가공소매업,20242,12,13,8,1,0,0,1
2024-06-01,11200615,금호2·3가동,CS300010,가공식품/반찬,식품/가공소매업,20242,12,13,8,1,0,0,1
2024-04-01,11200620,금호4가동,CS100001,한식,음식업,20242,47,50,2,1,0,0,3
2024-05-01,11200620,금호4가동,CS100001,한식,음식업,20242,47,50,2,1,0,0,3
2024-06-01,11200620,금호4가동,CS100001,한식,음식업,20242,47,50,2,1,0,0,3
2024-04-01,11200620,금호4가동,CS100002,중식,음식업,20242,4,5,0,0,0,0,1
2024-05-01,11200620,금호4가동,CS100002,중식,음식업,20242,4,5,0,0,0,0,1
2024-06-01,11200620,금호4가동,CS100002,중식,음식업,20242,4,5,0,0,0,0,1
2024-04-01,11200620,금호4가동,CS100003,일식,음식업,20242,6,6,17,1,0,0,0
2024-05-01,11200620,금호4가동,CS100003,일식,음식업,20242,6,6,17,1,0,0,0
2024-06-01,11200620,금호4가동,CS100003,일식,음식업,20242,6,6,17,1,0,0,0
2024-04-01,11200620,금호4가동,CS100004,양식,음식업,20242,4,4,0,0,0,0,0
2024-05-01,11200620,금호4가동,CS100004,양식,음식업,20242,4,4,0,0,0,0,0
2024-06-01,11200620,금호4가동,CS100004,양식,음식업,20242,4,4,0,0,0,0,0
2024-04-01,11200620,금호4가동,CS100005,제과점,음료/디저트업,20242,5,7,14,1,43,3,2
2024-05-01,11200620,금호4가동,CS100005,제과점,음료/디저트업,20242,5,7,14,1,43,3,2
2024-06-01,11200620,금호4가동,CS100005,제과점,음료/디저트업,20242,5,7,14,1,43,3,2
2024-04-01,11200620,금호4가동,CS100006,페스트푸드/분식류,음식업,20242,3,8,0,0,0,0,5
2024-05-01,11200620,금호4가동,CS100006,페스트푸드/분식류,음식업,20242,3,8,0,0,0,0,5
2024-06-01,11200620,금호4가동,CS100006,페스트푸드/분식류,음식업,20242,3,8,0,0,0,0,5
2024-04-01,11200620,금호4가동,CS100007,치킨전문점,음식업,20242,1,7,0,0,0,0,6
2024-05-01,11200620,금호4가동,CS100007,치킨전문점,음식업,20242,1,7,0,0,0,0,6
2024-06-01,11200620,금호4가동,CS100007,치킨전문점,음식업,20242,1,7,0,0,0,0,6
2024-04-01,11200620,금호4가동,CS100008,페스트푸드/분식류,음식업,20242,7,13,0,0,0,0,6
2024-05-01,11200620,금호4가동,CS100008,페스트푸드/분식류,음식업,20242,7,13,0,0,0,0,6
2024-06-01,11200620,금호4가동,CS100008,페스트푸드/분식류,음식업,20242,7,13,0,0,0,0,6
2024-04-01,11200620,금호4가동,CS100009,호프-간이주점,주점업,20242,20,20,0,0,0,0,0
2024-05-01,11200620,금호4가동,CS100009,호프-간이주점,주점업,20242,20,20,0,0,0,0,0
2024-06-01,11200620,금호4가동,CS100009,호프-간이주점,주점업,20242,20,20,0,0,0,0,0
2024-04-01,11200620,금호4가동,CS100010,커피전문점,음료/디저트업,20242,15,23,4,1,22,5,8
2024-05-01,11200620,금호4가동,CS100010,커피전문점,음료/디저트업,20242,15,23,4,1,22,5,8
2024-06-01,11200620,금호4가동,CS100010,커피전문점,음료/디저트업,20242,15,23,4,1,22,5,8
2024-04-01,11200620,금호4가동,CS300001,식품소매,식품/가공소매업,20242,7,9,0,0,0,0,2
2024-05-01,11200620,금호4가동,CS300001,식품소매,식품/가공소매업,20242,7,9,0,0,0,0,2
2024-06-01,11200620,금호4가동,CS300001,식품소매,식품/가공소매업,20242,7,9,0,0,0,0,2
2024-04-01,11200620,금호4가동,CS300006,식품소매,식품/가공소매업,20242,1,1,0,0,0,0,0
2024-05-01,11200620,금호4가동,CS300006,식품소매,식품/가공소매업,20242,1,1,0,0,0,0,0
2024-06-01,11200620,금호4가동,CS300006,식품소매,식품/가공소매업,20242,1,1,0,0,0,0,0
2024-04-01,11200620,금호4가동,CS300007,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-05-01,11200620,금호4가동,CS300007,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-06-01,11200620,금호4가동,CS300007,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-04-01,11200620,금호4가동,CS300009,식품소매,식품/가공소매업,20242,5,5,0,0,20,1,0
2024-05-01,11200620,금호4가동,CS300009,식품소매,식품/가공소매업,20242,5,5,0,0,20,1,0
2024-06-01,11200620,금호4가동,CS300009,식품소매,식품/가공소매업,20242,5,5,0,0,20,1,0
2024-04-01,11200620,금호4가동,CS300010,가공식품/반찬,식품/가공소매업,20242,4,4,25,1,0,0,0
2024-05-01,11200620,금호4가동,CS300010,가공식품/반찬,식품/가공소매업,20242,4,4,25,1,0,0,0
2024-06-01,11200620,금호4가동,CS300010,가공식품/반찬,식품/가공소매업,20242,4,4,25,1,0,0,0
2024-04-01,11200645,옥수동,CS100001,한식,음식업,20242,59,64,3,2,0,0,5
2024-05-01,11200645,옥수동,CS100001,한식,음식업,20242,59,64,3,2,0,0,5
2024-06-01,11200645,옥수동,CS100001,한식,음식업,20242,59,64,3,2,0,0,5
2024-04-01,11200645,옥수동,CS100002,중식,음식업,20242,7,8,0,0,0,0,1
2024-05-01,11200645,옥수동,CS100002,중식,음식업,20242,7,8,0,0,0,0,1
2024-06-01,11200645,옥수동,CS100002,중식,음식업,20242,7,8,0,0,0,0,1
2024-04-01,11200645,옥수동,CS100003,일식,음식업,20242,7,8,0,0,0,0,1
2024-05-01,11200645,옥수동,CS100003,일식,음식업,20242,7,8,0,0,0,0,1
2024-06-01,11200645,옥수동,CS100003,일식,음식업,20242,7,8,0,0,0,0,1
2024-04-01,11200645,옥수동,CS100004,양식,음식업,20242,9,9,0,0,0,0,0
2024-05-01,11200645,옥수동,CS100004,양식,음식업,20242,9,9,0,0,0,0,0
2024-06-01,11200645,옥수동,CS100004,양식,음식업,20242,9,9,0,0,0,0,0
2024-04-01,11200645,옥수동,CS100005,제과점,음료/디저트업,20242,11,15,0,0,0,0,4
2024-05-01,11200645,옥수동,CS100005,제과점,음료/디저트업,20242,11,15,0,0,0,0,4
2024-06-01,11200645,옥수동,CS100005,제과점,음료/디저트업,20242,11,15,0,0,0,0,4
2024-04-01,11200645,옥수동,CS100006,페스트푸드/분식류,음식업,20242,9,12,8,1,8,1,3
2024-05-01,11200645,옥수동,CS100006,페스트푸드/분식류,음식업,20242,9,12,8,1,8,1,3
2024-06-01,11200645,옥수동,CS100006,페스트푸드/분식류,음식업,20242,9,12,8,1,8,1,3
2024-04-01,11200645,옥수동,CS100007,치킨전문점,음식업,20242,3,9,0,0,0,0,6
2024-05-01,11200645,옥수동,CS100007,치킨전문점,음식업,20242,3,9,0,0,0,0,6
2024-06-01,11200645,옥수동,CS100007,치킨전문점,음식업,20242,3,9,0,0,0,0,6
2024-04-01,11200645,옥수동,CS100008,페스트푸드/분식류,음식업,20242,11,16,6,1,6,1,5
2024-05-01,11200645,옥수동,CS100008,페스트푸드/분식류,음식업,20242,11,16,6,1,6,1,5
2024-06-01,11200645,옥수동,CS100008,페스트푸드/분식류,음식업,20242,11,16,6,1,6,1,5
2024-04-01,11200645,옥수동,CS100009,호프-간이주점,주점업,20242,8,9,0,0,0,0,1
2024-05-01,11200645,옥수동,CS100009,호프-간이주점,주점업,20242,8,9,0,0,0,0,1
2024-06-01,11200645,옥수동,CS100009,호프-간이주점,주점업,20242,8,9,0,0,0,0,1
2024-04-01,11200645,옥수동,CS100010,커피전문점,음료/디저트업,20242,21,27,7,2,0,0,6
2024-05-01,11200645,옥수동,CS100010,커피전문점,음료/디저트업,20242,21,27,7,2,0,0,6
2024-06-01,11200645,옥수동,CS100010,커피전문점,음료/디저트업,20242,21,27,7,2,0,0,6
2024-04-01,11200645,옥수동,CS300001,식품소매,식품/가공소매업,20242,9,16,0,0,0,0,7
2024-05-01,11200645,옥수동,CS300001,식품소매,식품/가공소매업,20242,9,16,0,0,0,0,7
2024-06-01,11200645,옥수동,CS300001,식품소매,식품/가공소매업,20242,9,16,0,0,0,0,7
2024-04-01,11200645,옥수동,CS300006,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-05-01,11200645,옥수동,CS300006,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-06-01,11200645,옥수동,CS300006,식품소매,식품/가공소매업,20242,2,2,0,0,0,0,0
2024-04-01,11200645,옥수동,CS300007,식품소매,식품/가공소매업,20242,8,9,0,0,0,0,1
2024-05-01,11200645,옥수동,CS300007,식품소매,식품/가공소매업,20242,8,9,0,0,0,0,1
2024-06-01,11200645,옥수동,CS300007,식품소매,식품/가공소매업,20242,8,9,0,0,0,0,1
2024-04-01,11200645,옥수동,CS300008,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-05-01,11200645,옥수동,CS300008,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-06-01,11200645,옥수동,CS300008,식품소매,식품/가공소매업,20242,3,3,0,0,0,0,0
2024-04-01,11200645,옥수동,CS300009,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-05-01,11200645,옥수동,CS300009,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-06-01,11200645,옥수동,CS300009,식품소매,식품/가공소매업,20242,4,4,0,0,0,0,0
2024-04-01,11200645,옥수동,CS300010,가공식품/반찬,식품/가공소매업,20242,11,13,0,0,0,0,2
2024-05-01,11200645,옥수동,CS300010,가공식품/반찬,식품/가공소매업,20242,11,13,0,0,0,0,2
2024-06-01,11200645,옥수동,CS300010,가공식품/반찬,식품/가공소매업,20242,11,13,0,0,0,0,2
2024-04-01,11200650,성수1가1동,CS100001,한식,음식업,20242,74,80,6,5,4,3,6
2024-05-01,11200650,성수1가1동,CS100001,한식,음식업,20242,74,80,6,5,4,3,6
2024-06-01,11200650,성수1가1동,CS100001,한식,음식업,20242,74,80,6,5,4,3,6
2024-04-01,11200650,성수1가1동,CS100002,중식,음식업,20242,11,13,0,0,0,0,2
2024-05-01,11200650,성수1가1동,CS100002,중식,음식업,20242,11,13,0,0,0,0,2
2024-06-01,11200650,성수1가1동,CS100002,중식,음식업,20242,11,13,0,0,0,0,2
2024-04-01,11200650,성수1가1동,CS100003,일식,음식업,20242,15,16,6,1,0,0,1
2024-05-01,11200650,성수1가1동,CS100003,일식,음식업,20242,15,16,6,1,0,0,1
2024-06-01,11200650,성수1가1동,CS100003,일식,음식업,20242,15,16,6,1,0,0,1
2024-04-01,11200650,성수1가1동,CS100004,양식,음식업,20242,47,49,6,3,6,3,2
2024-05-01,11200650,성수1가1동,CS100004,양식,음식업,20242,47,49,6,3,6,3,2
2024-06-01,11200650,성수1가1동,CS100004,양식,음식업,20242,47,49,6,3,6,3,2
2024-04-01,11200650,성수1가1동,CS100005,제과점,음료/디저트업,20242,20,21,10,2,5,1,1
2024-05-01,11200650,성수1가1동,CS100005,제과점,음료/디저트업,20242,20,21,10,2,5,1,1
2024-06-01,11200650,성수1가1동,CS100005,제과점,음료/디저트업,20242,20,21,10,2,5,1,1
2024-04-01,11200650,성수1가1동,CS100006,페스트푸드/분식류,음식업,20242,11,16,0,0,0,0,5
2024-05-01,11200650,성수1가1동,CS100006,페스트푸드/분식류,음식업,20242,11,16,0,0,0,0,5
2024-06-01,11200650,성수1가1동,CS100006,페스트푸드/분식류,음식업,20242,11,16,0,0,0,0,5
2024-04-01,11200650,성수1가1동,CS100007,치킨전문점,음식업,20242,1,7,0,0,0,0,6
2024-05-01,11200650,성수1가1동,CS100007,치킨전문점,음식업,20242,1,7,0,0,0,0,6
2024-06-01,11200650,성수1가1동,CS100007,치킨전문점,음식업,20242,1,7,0,0,0,0,6
2024-04-01,11200650,성수1가1동,CS100008,페스트푸드/분식류,음식업,20242,19,20,0,0,15,3,1
2024-05-01,11200650,성수1가1동,CS100008,페스트푸드/분식류,음식업,20242,19,20,0,0,15,3,1
2024-06-01,11200650,성수1가1동,CS100008,페스트푸드/분식류,음식업,20242,19,20,0,0,15,3,1
2024-04-01,11200650,성수1가1동,CS100009,호프-간이주점,주점업,20242,21,21,0,0,5,1,0
2024-05-01,11200650,성수1가1동,CS100009,호프-간이주점,주점업,20242,21,21,0,0,5,1,0
2024-06-01,11200650,성수1가1동,CS100009,호프-간이주점,주점업,20242,21,21,0,0,5,1,0
2024-04-01,11200650,성수1가1동,CS100010,커피전문점,음료/디저트업,20242,64,80,4,3,3,2,16
2024-05-01,11200650,성수1가1동,CS100010,커피전문점,음료/디저트업,20242,64,80,4,3,3,2,16
2024-06-01,11200650,성수1가1동,CS100010,커피전문점,음료/디저트업,20242,64,80,4,3,3,2,16
